"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB"
"4699","NCX53",20.1,"Low Fat",0.014968132,"Health and Hygiene",140.8154,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4700","FDV14",14.2407629237839,"Low Fat",0.044281997,"Dairy",85.8856,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4701","NCZ54",14.65,"Low Fat",0.083830905,"Household",161.4552,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4702","FDB39",11.6,"Low Fat",0.038486905,"Dairy",55.4272,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4703","DRC24",17.85,"Low Fat",0.024821278,"Soft Drinks",153.4998,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4704","FDY36",12.3,"Low Fat",0.009402696,"Baking Goods",74.138,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4705","FDN01",8.895,"Low Fat",0,"Breakfast",176.637,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4706","DRH25",18.7,"Low Fat",0.01459303,"Soft Drinks",52.7324,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4707","FDV08",7.35,"Low Fat",0,"Fruits and Vegetables",43.8454,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4708","NCP53",14.75,"Low Fat",0.032941482,"Health and Hygiene",238.8906,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4709","FDU52",7.56,"Low Fat",0,"Frozen Foods",156.563,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4710","NCI42",18.75,"Low Fat",0.010386567,"Household",206.9954,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4711","FDZ14",7.71,"Regular",0.047579697,"Dairy",120.3756,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4712","FDF11",10.195,"Regular",0.017631222,"Starchy Foods",240.6538,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4713","FDQ13",11.1,"Low Fat",0.010684957,"Canned",85.7908,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4714","FDO32",6.36,"Low Fat",0.201765292,"Fruits and Vegetables",46.606,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4715","DRJ37",10.8,"Low Fat",0.061350284,"Soft Drinks",153.3024,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4716","FDY43",14.85,"Low Fat",0.098402239,"Fruits and Vegetables",168.1474,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4717","NCT41",15.7,"Low Fat",0.056306994,"Health and Hygiene",153.2024,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4718","NCV17",18.85,"Low Fat",0,"Health and Hygiene",132.5626,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4719","FDM04",16.9996130767084,"Regular",0.046892427,"Frozen Foods",53.2666,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4720","DRB48",16.75,"Regular",0.024954731,"Soft Drinks",38.3822,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4721","FDM24",6.135,"Regular",0.079261353,"Baking Goods",152.8366,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4722","FDT37",14.15,"Low Fat",0.035325003,"Canned",254.1014,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4723","NCO05",7.27,"Low Fat",0.077930971,"Health and Hygiene",97.3384,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4724","FDL13",13.85,"Regular",0.056318568,"Breakfast",234.03,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4725","FDL15",17.85,"Low Fat",0.046898544,"Meat",152.8682,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4726","FDB11",16,"Low Fat",0.061095899,"Starchy Foods",223.4404,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4727","FDL14",19.2858574752698,"reg",0.056306024,"Canned",156.1972,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4728","FDY10",15.7395051007526,"Low Fat",0.085911519,"Snack Foods",114.5176,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4729","FDJ40",13.6,"Regular",0.049666358,"Frozen Foods",110.7912,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4730","NCW18",15.1,"LF",0.059324821,"Household",237.2248,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4731","NCY06",15.25,"Low Fat",0.061133888,"Household",129.0968,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4732","DRE13",6.28,"Low Fat",0.027817961,"Soft Drinks",85.8198,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4733","FDA26",7.855,"Regular",0.074070351,"Dairy",217.2482,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4734","NCE19",8.97,"Low Fat",0.155687405,"Household",52.8956,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4735","FDE33",19.35,"Regular",0.049626219,"Fruits and Vegetables",80.2644,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4736","DRL59",16.9012642896069,"Low Fat",0.021121347,"Hard Drinks",53.0298,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4737","FDY07",11.8,"Low Fat",0,"Fruits and Vegetables",45.5402,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4738","FDF57",14.5,"Regular",0.059067021,"Fruits and Vegetables",170.9448,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4739","FDM58",16.85,"Regular",0.079675335,"Snack Foods",110.1544,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4740","FDP26",13.1735091115066,"Low Fat",0,"Dairy",103.6306,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4741","FDY32",7.605,"Low Fat",0.129241042,"Fruits and Vegetables",165.021,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4742","FDD51",11.15,"Low Fat",0,"Dairy",47.2744,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4743","FDU22",12.35,"Low Fat",0.093676604,"Snack Foods",119.4124,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4744","FDZ49",11,"Regular",0.133687996,"Canned",222.0798,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4745","NCI42",18.75,"Low Fat",0.010424177,"Household",208.0954,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4746","FDT04",9.73551902811368,"Low Fat",0.106523384,"Frozen Foods",38.1822,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4747","NCU41",18.85,"Low Fat",0.052160388,"Health and Hygiene",190.4846,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"4748","FDS56",5.785,"Regular",0.038835464,"Fruits and Vegetables",263.1252,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4749","NCN42",20.25,"Low Fat",0.014303066,"Household",147.6418,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4750","FDK34",13.35,"Low Fat",0.038526684,"Snack Foods",238.3564,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4751","FDB03",17.75,"Regular",0.157718931,"Dairy",240.2538,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4752","DRJ25",14.6,"Low Fat",0.150539043,"Soft Drinks",49.2692,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4753","FDT25",13.9527697905198,"Low Fat",0.050505213,"Canned",123.7072,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4754","FDN20",19.35,"LF",0.026160105,"Fruits and Vegetables",168.3474,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4755","FDP09",19.75,"Low Fat",0.033861654,"Snack Foods",213.2902,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4756","FDM20",9.93486509741807,"Low Fat",0.067733845,"Fruits and Vegetables",243.3144,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4757","NCG55",16.25,"Low Fat",0.039146163,"Household",114.3176,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4758","NCP14",8.275,"Low Fat",0.110513428,"Household",104.4306,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4759","NCH06",12.3,"Low Fat",0.076554385,"Household",245.746,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4760","FDV52",20.7,"Regular",0.121419594,"Frozen Foods",117.5466,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4761","NCL07",13.85,"Low Fat",0.031332632,"Others",40.548,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4762","DRJ11",18.3800928988693,"Low Fat",0.084679095,"Hard Drinks",190.6872,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4763","DRO59",11.8,"Low Fat",0.054109186,"Hard Drinks",74.7012,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4764","FDW15",15.35,"Regular",0.09224886,"Meat",147.6734,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4765","NCQ30",7.725,"LF",0.029066785,"Household",121.0414,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4766","NCN54",15.6580880416331,"Low Fat",0.037339898,"Household",75.2328,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4767","FDY01",10.4541964856248,"Regular",0.169458887,"Canned",116.2834,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4768","FDX39",14.3,"Regular",0.049666763,"Meat",212.9586,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4769","FDH53",10.0275113204159,"Regular",0.019106758,"Frozen Foods",82.6592,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4770","FDA57",18.85,"Low Fat",0.039636104,"Snack Foods",41.648,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4771","NCC07",19.6,"Low Fat",0.040089313,"Household",106.7964,"OUT010",1998,"High","Tier 3","Grocery Store",21
"4772","FDU28",19.2,"Regular",0.093840193,"Frozen Foods",188.0214,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4773","FDK36",7.09,"Low Fat",0.012076957,"Baking Goods",48.6034,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4774","FDR36",6.715,"Regular",0.122081667,"Baking Goods",43.8454,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4775","NCQ17",10.3,"Low Fat",0.116910445,"Health and Hygiene",154.563,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4776","FDS28",18.4641367004061,"Regular",0.144274551,"Frozen Foods",55.2588,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4777","FDE08",18.2,"Low Fat",0.049419707,"Fruits and Vegetables",148.2734,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"4778","FDU22",12.35,"Low Fat",0.093296553,"Snack Foods",120.0124,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4779","FDG41",8.84,"Regular",0.076717379,"Frozen Foods",109.7228,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4780","FDO31",6.76,"Regular",0.048511068,"Fruits and Vegetables",77.996,"OUT010",1998,"High","Tier 3","Grocery Store",21
"4781","FDM21",15.9689688441257,"Low Fat",0.112693192,"Snack Foods",256.2646,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4782","FDU40",20.85,"Low Fat",0.037615546,"Frozen Foods",192.4478,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4783","FDV36",18.7,"Low Fat",0.026409147,"Baking Goods",126.102,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4784","FDT10",11.7995360992715,"Regular",0.061744052,"Snack Foods",59.2562,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4785","FDX38",10.5,"Regular",0.048304782,"Dairy",47.8376,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4786","NCU30",20.0667780659066,"low fat",0.034705807,"Household",163.721,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4787","NCV06",11.3,"Low Fat",0,"Household",192.8478,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4788","FDT16",9.895,"Regular",0,"Frozen Foods",261.8278,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4789","NCP41",12.9233865331586,"Low Fat",0.016132205,"Health and Hygiene",108.2596,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4790","FDZ56",16.25,"Low Fat",0.025882559,"Fruits and Vegetables",168.7474,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4791","FDC22",6.89,"Regular",0.136402598,"Snack Foods",191.882,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4792","FDU10",10.1,"Regular",0.045683383,"Snack Foods",38.2848,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4793","FDS46",17.6,"Regular",0.047353168,"Snack Foods",117.2782,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"4794","FDO08",11.1,"Regular",0.053858987,"Fruits and Vegetables",166.0526,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4795","NCV42",6.26,"Low Fat",0.031549979,"Household",109.8228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4796","FDP33",18.7,"Low Fat",0.089255373,"Snack Foods",253.9672,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4797","FDJ12",8.895,"Regular",0.039041114,"Baking Goods",206.5296,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4798","FDH04",6.115,"Regular",0.011396037,"Frozen Foods",89.0488,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"4799","NCU54",8.88,"LF",0.098540307,"Household",211.127,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4800","FDO36",19.7,"Low Fat",0.130411797,"Baking Goods",180.566,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4801","FDT37",22.9931510393446,"Low Fat",0.03509937,"Canned",255.6014,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4802","FDD14",20.7,"Low Fat",0.284224541,"Canned",186.1266,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"4803","FDA16",6.695,"Low Fat",0.033913749,"Frozen Foods",220.3456,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4804","NCS42",14.3413524776299,"Low Fat",0.121539272,"Household",92.4146,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4805","FDP10",11.8798460762233,"Low Fat",0.224269298,"Snack Foods",104.4622,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4806","FDQ28",14,"Regular",0.06052101,"Frozen Foods",152.9656,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4807","FDK57",10.195,"Low Fat",0,"Snack Foods",119.744,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4808","FDK02",12.5,"Low Fat",0.112131275,"Canned",118.244,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4809","FDW47",15,"Low Fat",0.04656414,"Breads",121.0414,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4810","NCC42",15,"Low Fat",0.045091342,"Health and Hygiene",139.4838,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4811","FDQ37",20.75,"Low Fat",0.089624277,"Breakfast",193.9478,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4812","FDL40",17.7,"Low Fat",0.011613156,"Frozen Foods",95.041,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4813","DRE13",6.28,"Low Fat",0.046372661,"Soft Drinks",88.5198,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4814","FDQ34",9.1008860434103,"Low Fat",0.16145695,"Snack Foods",104.4622,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4815","NCB54",8.76,"Low Fat",0.050052711,"Health and Hygiene",128.4336,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4816","FDS48",15.15,"Low Fat",0,"Baking Goods",149.3708,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4817","FDO15",16.75,"Regular",0.008583918,"Meat",72.1038,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4818","NCT30",9.1,"Low Fat",0.080226072,"Household",45.7718,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4819","FDU49",8.52028958827163,"Regular",0.030545722,"Canned",85.454,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4820","FDE21",12.8,"Low Fat",0.022944688,"Fruits and Vegetables",115.0492,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4821","FDS49",16.51539053169,"Low Fat",0.138923761,"Canned",78.4644,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4822","FDT38",12.7731305052277,"Low Fat",0.057258817,"Dairy",85.3566,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4823","FDZ01",8.975,"Regular",0.009077217,"Canned",102.099,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4824","FDC41",15.6,"Low Fat",0.116891138,"Frozen Foods",75.767,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4825","DRG13",17.25,"LF",0.062241994,"Soft Drinks",162.7526,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4826","NCZ42",10.5,"Low Fat",0.011333911,"Household",236.8248,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4827","NCM07",9.395,"Low Fat",0.040042881,"Others",84.9908,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4828","NCV17",18.85,"Low Fat",0.016173165,"Health and Hygiene",131.1626,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4829","DRK39",7.02,"Low Fat",0,"Dairy",82.325,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4830","FDS37",7.655,"Low Fat",0.032074998,"Canned",114.5492,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4831","FDV12",15.6260137600836,"Regular",0.106583703,"Baking Goods",96.7384,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4832","NCG19",20.25,"Low Fat",0.148536185,"Household",235.9616,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4833","FDS51",13.35,"Low Fat",0.032153714,"Meat",62.6194,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4834","NCO14",9.6,"Low Fat",0.029643872,"Household",43.2086,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4835","FDC38",15.7,"Low Fat",0.122493968,"Canned",133.9942,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4836","FDN15",17.5,"Low Fat",0,"Meat",140.418,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4837","NCH42",6.86,"Low Fat",0.036506915,"Household",228.201,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4838","FDQ22",16.75,"Low Fat",0.029739652,"Snack Foods",37.7822,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4839","FDC05",13.1,"Regular",0.09870238,"Frozen Foods",195.2768,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4840","FDZ31",15.35,"Regular",0.113123006,"Fruits and Vegetables",191.9504,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4841","DRJ23",18.35,"Low Fat",0.041733666,"Hard Drinks",190.1872,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4842","FDC52",11.15,"Regular",0,"Dairy",151.2708,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4843","DRD12",6.96,"Low Fat",0.129206196,"Soft Drinks",89.5146,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"4844","FDV55",17.75,"Low Fat",0.055384948,"Fruits and Vegetables",145.7444,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"4845","FDD32",17.7,"Regular",0.040931994,"Fruits and Vegetables",81.6276,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4846","FDR01",5.405,"reg",0.05370465,"Canned",201.0742,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4847","FDY08",11.824927359873,"Regular",0.299530629,"Fruits and Vegetables",139.9838,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4848","FDQ45",9.5,"Regular",0,"Snack Foods",184.9608,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"4849","DRN11",14.5784597505798,"Low Fat",0.162191037,"Hard Drinks",144.7444,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4850","NCS05",11.5,"Low Fat",0.021063528,"Health and Hygiene",134.4942,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4851","FDY32",7.605,"Low Fat",0.129216604,"Fruits and Vegetables",162.921,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4852","NCD31",12.1,"Low Fat",0.015465765,"Household",165.0526,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"4853","NCE06",5.825,"Low Fat",0.091627467,"Household",161.6894,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4854","NCP14",8.275,"Low Fat",0.110289757,"Household",102.8306,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"4855","NCF18",12.48241063252,"Low Fat",0.15579704,"Household",191.3504,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"4856","FDF14",7.55,"Low Fat",0.027280495,"Canned",151.234,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4857","FDB22",8.02,"Low Fat",0.112071014,"Snack Foods",154.9998,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4858","NCH54",13.5,"Low Fat",0.072782102,"Household",159.492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4859","FDU27",18.6,"Regular",0.171444454,"Meat",49.5376,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4860","FDS58",9.62744742632592,"Regular",0.020904887,"Snack Foods",158.9578,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"4861","NCU29",7.685,"Low Fat",0.02547263,"Health and Hygiene",144.576,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4862","FDJ57",7.42,"Regular",0.021555692,"Seafood",186.0582,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"4863","FDL56",14.1,"Low Fat",0.125976163,"Fruits and Vegetables",86.5198,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"4864","FDH60",19.7,"Regular",0.080721764,"Baking Goods",195.611,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"4865","FDN24",14.1,"Low Fat",0.113728834,"Baking Goods",53.7956,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"4866","FDD02",16.6,"Low Fat",0,"Canned",120.3124,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"4867","FDP15",15.2,"Low Fat",0.08441738,"Meat",258.233,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"4868","FDB28",12.9133552807221,"LF",0.092933158,"Dairy",197.6426,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
