"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Item_Outlet_Sales"
"4162","FDY31",12.5,"Low Fat",0.076272929,"Fruits and Vegetables",145.7418,"OUT019",1985,"Small","Tier 1","Grocery Store",34,443.434307694647
"4163","FDC11",20.5,"Low Fat",0.1420804,"Starchy Foods",89.5172,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1477.87249119707
"4164","DRP47",15.75,"Low Fat",0,"Hard Drinks",250.4382,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3715.13447086993
"4165","NCY54",8.43,"Low Fat",0.1784187,"Household",171.1422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2666.6013615183
"4166","FDR27",15.1,"Regular",0.096100432,"Meat",132.4942,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2032.33589345509
"4167","FDQ21",12.5,"Low Fat",0.034007573,"Snack Foods",122.8756,"OUT019",1985,"Small","Tier 1","Grocery Store",34,352.927048039346
"4168","NCQ29",12,"Low Fat",0.104210426,"Health and Hygiene",262.0278,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4081.93031071956
"4169","FDJ02",17.2,"Regular",0,"Canned",147.0418,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2583.97880749465
"4170","FDE21",12.8,"Low Fat",0.023038155,"Fruits and Vegetables",114.1492,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1448.44726807122
"4171","FDM39",6.42,"Low Fat",0.053470662,"Dairy",178.2002,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2832.42098645614
"4172","FDZ01",8.975,"Regular",0.009110086,"Canned",101.799,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1914.73056843318
"4173","NCB19",6.525,"Low Fat",0.090663534,"Household",86.1882,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1465.88770687531
"4174","FDU03",18.7,"Regular",0.091577922,"Meat",181.7292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2457.47401665694
"4175","FDP27",8.155,"Low Fat",0.119636353,"Meat",187.853,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3183.91575188314
"4176","DRF01",5.655,"Low Fat",0.175435278,"Soft Drinks",145.4102,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2294.84391357448
"4177","FDM03",12.65,"Low Fat",0.123222078,"Meat",107.6938,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1735.73513544263
"4178","FDV01",19.2,"Regular",0.084950573,"Canned",155.7314,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2467.08178727085
"4179","FDS16",15.15,"Regular",0.066176944,"Frozen Foods",146.076,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2685.94808890353
"4180","FDO45",13.15,"Regular",0.0379456,"Snack Foods",89.1856,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1588.36753442881
"4181","NCX06",17.6,"Low Fat",0.015684078,"Household",180.8976,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3366.53811158831
"4182","FDP13",8.1,"Regular",0.134323555,"Canned",38.948,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,846.225849387005
"4183","NCR38",17.25,"Low Fat",0.113980892,"Household",252.4724,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3630.13427418673
"4184","FDA01",15,"Regular",0.054333001,"Canned",57.5904,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,895.261119667317
"4185","FDT26",18.85,"Regular",0.068337879,"Dairy",118.044,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2197.83027219827
"4186","FDD44",12.5,"Regular",0.078020807,"Fruits and Vegetables",258.3646,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5852.46957565342
"4187","FDB26",14,"Regular",0.031241476,"Canned",53.864,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,941.695376701485
"4188","FDP45",12.5,"Regular",0.053620148,"Snack Foods",250.4724,"OUT019",1985,"Small","Tier 1","Grocery Store",34,562.207207857566
"4189","NCP55",14.65,"Low Fat",0.011190025,"Others",56.5614,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1083.80108376256
"4190","FDT23",7.72,"Regular",0.075154189,"Breads",77.7986,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1432.99766418385
"4191","FDO51",6.785,"Regular",0.042067625,"Meat",41.4112,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,815.967052797652
"4192","FDA44",19.7,"Low Fat",0.053222716,"Fruits and Vegetables",57.293,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1066.3756389378
"4193","NCJ31",19.2,"Low Fat",0.183397827,"Others",239.9196,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3586.21381249224
"4194","FDX37",16.2,"Low Fat",0.063157164,"Canned",99.47,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1564.14040856907
"4195","NCD18",16,"Low Fat",0,"Household",229.3668,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3123.38561079866
"4196","FDN40",12.5,"Low Fat",0.086038118,"Frozen Foods",154.0998,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3833.6157216852
"4197","FDL33",7.235,"Low Fat",0.100527952,"Snack Foods",194.9452,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3180.34657147575
"4198","DRF48",5.73,"Low Fat",0.051791671,"Soft Drinks",188.4898,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2318.73944558828
"4199","FDW08",12.1,"Low Fat",0.148353512,"Fruits and Vegetables",105.128,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1649.32672393498
"4200","FDX39",14.3,"Regular",0.049878516,"Meat",212.9586,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2989.28923866971
"4201","FDB38",19.5,"Regular",0,"Canned",161.392,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2572.45573145701
"4202","FDY46",18.6,"Low Fat",0.048085022,"Snack Foods",186.0898,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2923.66790722854
"4203","NCB06",17.6,"Low Fat",0.082460079,"Health and Hygiene",158.492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2750.22630025179
"4204","FDA34",11.5,"Low Fat",0.014857747,"Starchy Foods",172.808,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3874.71970087694
"4205","FDA35",14.85,"Regular",0.053946745,"Baking Goods",120.5072,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2081.79954376431
"4206","FDQ07",15.1,"Regular",0.087390335,"Fruits and Vegetables",219.1456,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4018.26715416819
"4207","FDU32",8.785,"Low Fat",0.026020287,"Fruits and Vegetables",122.1414,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1745.46481928132
"4208","FDU26",16.7,"Regular",0.04258349,"Dairy",121.1782,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1938.3699277771
"4209","FDU13",8.355,"Low Fat",0.19308623,"Canned",146.5418,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,400.257986082777
"4210","FDO09",13.5,"Regular",0.125250986,"Snack Foods",263.691,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4508.50555641194
"4211","FDW03",12.5,"Regular",0.042968607,"Meat",102.8306,"OUT019",1985,"Small","Tier 1","Grocery Store",34,278.34455914553
"4212","FDB38",19.5,"Regular",0.027323943,"Canned",160.592,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2488.14160832229
"4213","FDL26",18,"Low Fat",0.122509775,"Canned",154.8972,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,374.171110346759
"4214","NCN43",12.15,"Low Fat",0.006773451,"Others",123.673,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2099.58640921698
"4215","FDH08",7.51,"Low Fat",0.017464427,"Fruits and Vegetables",231.201,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3566.73956605845
"4216","NCC31",12.5,"Low Fat",0.034790615,"Household",157.5972,"OUT019",1985,"Small","Tier 1","Grocery Store",34,467.398659811419
"4217","FDH14",17.1,"Regular",0.046799702,"Canned",139.5838,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2396.82549412124
"4218","FDL40",17.7,"Low Fat",0,"Frozen Foods",98.441,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1517.28144905859
"4219","FDD20",14.15,"Low Fat",0.020710606,"Fruits and Vegetables",122.9046,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2283.42007112983
"4220","NCV53",8.27,"Low Fat",0.018810044,"Health and Hygiene",240.488,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4087.72990637251
"4221","FDD16",20.5,"Low Fat",0.036426823,"Frozen Foods",73.4696,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1060.70765308069
"4222","FDP24",20.6,"Low Fat",0.082988383,"Baking Goods",120.0756,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2090.0953255611
"4223","FDQ25",8.63,"Regular",0.028334038,"Canned",172.9422,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2941.17702108553
"4224","FDM38",5.885,"Regular",0.092753767,"Canned",52.9982,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1045.42099726737
"4225","NCT18",14.6,"Low Fat",0.099432046,"Household",179.5976,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,420.131879932479
"4226","FDM34",19,"Low Fat",0.067552435,"Snack Foods",132.5626,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2462.40104936394
"4227","DRH37",17.6,"Low Fat",0.06965725,"Soft Drinks",166.4526,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,445.234680360883
"4228","NCE07",8.18,"Low Fat",0.013119104,"Household",143.4154,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2343.69401500503
"4229","FDG12",6.635,"Regular",0.006320842,"Baking Goods",118.9098,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2124.65661415151
"4230","FDB59",18.25,"Low Fat",0.025573744,"Snack Foods",198.4084,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,523.748002953699
"4231","FDS10",19.2,"Low Fat",0,"Snack Foods",179.1318,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2730.91591052883
"4232","FDN21",18.6,"Low Fat",0,"Snack Foods",161.5236,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,477.664508947209
"4233","FDM02",12.5,"Regular",0.073884594,"Canned",88.4198,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1413.54127619823
"4234","FDO44",12.6,"Low Fat",0.087589175,"Fruits and Vegetables",112.3228,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1760.69050256083
"4235","NCN17",11,"Low Fat",0.055249787,"Health and Hygiene",102.3358,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1876.70014201725
"4236","FDH16",10.5,"Low Fat",0.052769434,"Frozen Foods",91.883,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1308.82284290374
"4237","FDL44",18.25,"Low Fat",0.012275118,"Fruits and Vegetables",160.3894,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2515.13090752688
"4238","FDY47",8.6,"Regular",0.054792647,"Breads",128.231,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2101.98903699334
"4239","DRI39",13.8,"Low Fat",0.097062093,"Dairy",54.993,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,879.730634937602
"4240","NCX54",9.195,"Low Fat",0.048255647,"Household",104.3622,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1431.80879810218
"4241","FDE59",12.15,"Low Fat",0.062287818,"Starchy Foods",36.2532,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,832.976068500396
"4242","FDO46",9.6,"Regular",0.014241321,"Snack Foods",188.6872,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3636.93267151535
"4243","DRE13",6.28,"Low Fat",0.027705102,"Soft Drinks",88.0198,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1324.39353199202
"4244","FDW14",8.3,"Regular",0.038179738,"Dairy",88.7198,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1218.78300586718
"4245","FDF35",15,"Low Fat",0.153989327,"Starchy Foods",107.7938,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1814.62195053209
"4246","FDO50",12.5,"Low Fat",0.136863372,"Canned",90.3804,"OUT019",1985,"Small","Tier 1","Grocery Store",34,301.158247455592
"4247","DRF49",7.27,"Low Fat",0.071479984,"Soft Drinks",114.9518,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1861.55356237465
"4248","FDT60",12,"Low Fat",0.075665767,"Baking Goods",125.8388,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2150.24137796161
"4249","FDP38",10.1,"Low Fat",0.032167198,"Canned",48.7008,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,808.057260201971
"4250","FDA31",12.5,"Low Fat",0.10947895,"Fruits and Vegetables",172.608,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4606.69769522309
"4251","FDY52",6.365,"Low Fat",0.012299525,"Frozen Foods",62.5536,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,190.904244827264
"4252","FDD03",12.5,"Low Fat",0.079419801,"Dairy",231.93,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5576.81631438342
"4253","FDN52",9.395,"Regular",0.132105843,"Frozen Foods",85.3198,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1278.73130783967
"4254","FDU20",19.35,"Regular",0.035915541,"Fruits and Vegetables",119.6098,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,219.848992295899
"4255","FDD22",10,"Low Fat",0.099630851,"Snack Foods",110.0544,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1790.70952615459
"4256","NCB55",12.5,"Low Fat",0.19308623,"Household",58.4562,"OUT019",1985,"Small","Tier 1","Grocery Store",34,221.82156389807
"4257","FDN27",20.85,"Low Fat",0.03964273,"Meat",118.9808,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1751.58595654853
"4258","FDD16",20.5,"Low Fat",0.036322846,"Frozen Foods",76.5696,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1318.89849609511
"4259","FDW48",18,"Low Fat",0.008540823,"Baking Goods",78.9618,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1395.2734971701
"4260","DRN35",8.01,"Low Fat",0.070390053,"Hard Drinks",35.0532,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,668.969473466302
"4261","FDX25",16.7,"Low Fat",0.102214447,"Canned",180.7292,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3127.167167765
"4262","DRD49",9.895,"Low Fat",0.168091997,"Soft Drinks",236.4564,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4146.68978881402
"4263","FDE21",12.5,"Low Fat",0.040173186,"Fruits and Vegetables",114.2492,"OUT019",1985,"Small","Tier 1","Grocery Store",34,309.206580007711
"4264","FDN44",13.15,"Low Fat",0.022791301,"Fruits and Vegetables",158.692,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2917.9485170871
"4265","DRC01",5.92,"Regular",0.019229854,"Soft Drinks",47.5692,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,914.932129111863
"4266","NCK30",14.85,"Low Fat",0.060978568,"Household",252.3698,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3142.59552861269
"4267","FDU39",18.85,"Low Fat",0.036007962,"Meat",58.7562,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,931.888446309809
"4268","FDB49",8.3,"Regular",0.03012626,"Baking Goods",98.7384,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1498.59334890345
"4269","FDS12",9.1,"Low Fat",0.174471667,"Baking Goods",125.8362,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2211.9648910622
"4270","FDR57",5.675,"Regular",0.023592684,"Snack Foods",156.8288,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2837.68819625928
"4271","FDX22",12.5,"Regular",0.022863556,"Snack Foods",208.9928,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4931.3423485615
"4272","FDC60",5.425,"Regular",0.114377142,"Baking Goods",90.3514,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1482.48591593722
"4273","NCE42",21.1,"Low Fat",0.010618776,"Household",232.5958,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2948.95035333531
"4274","NCK42",7.475,"Low Fat",0.013140426,"Household",216.2192,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3381.34739331778
"4275","DRE01",10.1,"Low Fat",0.168100696,"Soft Drinks",242.8512,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4374.66216879021
"4276","FDE57",9.6,"Low Fat",0.036432936,"Fruits and Vegetables",141.2154,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1725.99763183237
"4277","DRK59",12.5,"Low Fat",0,"Hard Drinks",234.1616,"OUT019",1985,"Small","Tier 1","Grocery Store",34,648.13263909363
"4278","FDB10",12.5,"Low Fat",0.066882664,"Snack Foods",235.559,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5462.42357549776
"4279","FDQ25",8.63,"Regular",0.028276692,"Canned",173.6422,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2982.13836430881
"4280","FDY26",20.6,"Regular",0.030683106,"Dairy",210.3244,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4033.12937664703
"4281","FDG28",9.285,"Regular",0.04935691,"Frozen Foods",243.6144,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3934.33313072427
"4282","FDM14",13.8,"Low Fat",0.01328459,"Canned",108.4254,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1880.36066582785
"4283","NCH29",5.51,"Low Fat",0.034527402,"Health and Hygiene",98.7726,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1693.48405433707
"4284","FDD48",10.395,"Low Fat",0.030205578,"Baking Goods",114.9176,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2189.13345871653
"4285","FDC17",12.15,"Low Fat",0.015492081,"Frozen Foods",210.3928,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3839.65185092797
"4286","DRH49",12.5,"Low Fat",0,"Soft Drinks",82.3592,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2212.9182554116
"4287","FDN44",13.15,"Low Fat",0.022888471,"Fruits and Vegetables",160.292,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2170.94739764725
"4288","FDC29",8.39,"Regular",0.02425475,"Frozen Foods",114.0176,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1879.89777274324
"4289","DRK01",12.5,"Low Fat",0.106915719,"Soft Drinks",93.4436,"OUT019",1985,"Small","Tier 1","Grocery Store",34,264.240026994267
"4290","FDD48",10.395,"Low Fat",0.030329279,"Baking Goods",114.2176,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2109.03673635072
"4291","FDB59",18.25,"Low Fat",0,"Snack Foods",198.9084,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3249.26018086697
"4292","FDY45",17.5,"Low Fat",0.043756539,"Snack Foods",252.9356,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,591.110919757148
"4293","FDX60",14.35,"Low Fat",0.080578893,"Baking Goods",77.996,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1231.00751726856
"4294","FDT09",15.15,"Regular",0.020526251,"Snack Foods",131.5284,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,294.523191770091
"4295","DRB24",8.785,"Low Fat",0.020661048,"Soft Drinks",153.5656,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2417.79677537152
"4296","FDL13",13.85,"Regular",0.056307919,"Breakfast",231.83,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3978.81965612012
"4297","FDN16",12.6,"Regular",0.062688433,"Frozen Foods",102.599,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1767.60423535256
"4298","FDK57",10.195,"Low Fat",0.080226072,"Snack Foods",121.244,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2120.00949162255
"4299","FDO22",12.5,"Regular",0.017772986,"Snack Foods",80.296,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2242.20791932277
"4300","FDC57",20.1,"Regular",0.091380052,"Fruits and Vegetables",194.482,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,522.275394844023
"4301","FDZ13",12.5,"Regular",0.152751673,"Canned",49.535,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,1813.59206069162
"4302","FDW27",5.86,"Regular",0.150727772,"Meat",154.9314,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2202.62783126057
"4303","FDX10",6.385,"Regular",0,"Snack Foods",36.3874,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,736.434963238636
"4304","FDY08",9.395,"Regular",0.171772109,"Fruits and Vegetables",140.4838,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1737.2011787787
"4305","FDA49",19.7,"Low Fat",0.065288988,"Canned",86.1198,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1450.03519483502
"4306","FDC32",18.35,"Low Fat",0.099512729,"Fruits and Vegetables",94.4462,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1230.41375218523
"4307","FDO04",16.6,"Low Fat",0.026532188,"Frozen Foods",53.5614,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,845.410331401503
"4308","NCZ54",14.65,"Low Fat",0.083290021,"Household",160.4552,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2722.35002687132
"4309","FDY40",15.5,"Regular",0,"Frozen Foods",47.7692,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,716.477829177426
"4310","FDW36",11.15,"Low Fat",0.057048102,"Baking Goods",107.4622,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1549.79372171035
